session id,title,views,total favs,fav count,unfav count,session notes,space,pathway,language,etherpad,,Notes
922,MozFest Breakfast,0,69,78,9,14,Programmatic Pieces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-mozfest-breakfast,,"Zero views, lots of favs :)"
920,Lunch,0,44,44,0,11,Programmatic Pieces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-lunch,,"Zero views, lots of favs :)"
414,FAB Lab - Teaching web literacy skills through student choice,0,22,26,4,10,Demystify the web,,,https://public.etherpad-mozilla.org/p/mozfest-2016-fab-lab---teaching-web-literacy-skill,,
241,Making an Arduino Reaction game using a Raspberry Pi,0,24,24,0,7,Youth zone,,,https://public.etherpad-mozilla.org/p/mozfest-2016-making-an-arduino-reaction-game-using,,
627,Remix your own Historical Narratives-- Web Literacy Skills for Librarians,0,25,25,0,6,Demystify the web,,,https://public.etherpad-mozilla.org/p/mozfest-2016-remix-your-own-historical-narratives,,
351,Digital Maker Collective: Exploring emergent digital practice in the arts,0,21,26,5,5,Digital arts and culture,,,https://public.etherpad-mozilla.org/p/mozfest-2016-digital-maker-collective--exploring-e,,
5006,LASERS! Create your own jewellery / keyring using a laser cutter,0,15,19,4,5,Youth zone,,,https://public.etherpad-mozilla.org/p/mozfest-2016-lasers--create-your-own-jewellery---k,,
815,Raspberry Pi Burping Jelly Babies,0,17,20,3,5,Youth zone,,,https://public.etherpad-mozilla.org/p/mozfest-2016-raspberry-pi-burping-jelly-babies,,
42,Video Game Puppetry Workshop with EK Theater,0,20,20,0,5,Digital arts and culture,Storytelling,,https://public.etherpad-mozilla.org/p/mozfest-2016-video-game-puppetry-workshop-with-ek,,
500,Web Animation for Artists & Others,0,22,27,5,4,Digital arts and culture,,,https://public.etherpad-mozilla.org/p/mozfest-2016-web-animation-for-artists---others,,
710,The Web Garden: Planting the Seeds of Knowledge About the Web,0,14,19,5,4,Demystify the web,,,https://public.etherpad-mozilla.org/p/mozfest-2016-the-web-garden--planting-the-seeds-of,,
391,An exceedingly practical digital security first-aid kit for after you've been pwned,0,22,26,4,4,Dilemmas in connected spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-an-exceedingly-practical-digital-secu,,
543,All Eyes on Surveillance,0,16,19,3,4,Fuel The Movement,,,https://public.etherpad-mozilla.org/p/mozfest-2016-all-eyes-on-surveillance,,
1533,DoubleMe & HoloPortal,0,26,28,2,4,Programmatic Pieces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-doubleme---holoportal,,
260,"Mozilla Clubs: A local, interest-based model for learning",0,32,32,0,4,Demystify the web,,,https://public.etherpad-mozilla.org/p/mozfest-2016-mozilla-clubs--a-local--interest-base,,
644,"Open Badges, towards a global standard.",0,19,19,0,4,Open badges,,,https://public.etherpad-mozilla.org/p/mozfest-2016-open-badges--towards-a-global-standar,,
287,Light Fidelity- Data transfer using Light Bulbs,0,22,28,6,3,Dilemmas in connected spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-light-fidelity--data-transfer-using-l,,
2469,Painting with Virtual Reality and A-Painter,0,33,38,5,3,Dilemmas in Connected Spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-painting-with-virtual-reality-and-a-p,,
1998,"Office Hours: ""Newsroom Tools,"" a repository of useful tools for journalists",0,25,27,2,3,Journalism,,,https://public.etherpad-mozilla.org/p/mozfest-2016-office-hours---newsroom-tools---a-rep,,
923,Lunch,0,31,31,0,3,Programmatic Pieces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-lunch,,
237,Protecting the Freedom to Innovate - Hacking Law in the US,0,21,21,0,3,Fuel the movement,,,https://public.etherpad-mozilla.org/p/mozfest-2016-protecting-the-freedom-to-innovate,,
508,Bronze Arts Award with BBC micro:bit,0,18,18,0,3,Digital arts and culture,,,https://public.etherpad-mozilla.org/p/mozfest-2016-bronze-arts-award-with-bbc-micro-bit,,
139,The Open Segments project: Taking back how we define our communities,0,17,17,0,3,Open science,,,https://public.etherpad-mozilla.org/p/mozfest-2016-the-open-segments-project--taking-bac,,
2470,Painting with Virtual Reality and A-Painter,0,18,25,7,2,Dilemmas in Connected Spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-painting-with-virtual-reality-and-a-p,,
1445,Open Badges Backpack Surgery,0,19,24,5,2,Open Badges,,,https://public.etherpad-mozilla.org/p/mozfest-2016-open-badges-backpack-surgery,,
1511,Interactive Wallpaper,0,23,27,4,2,Dilemmas in connected spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-interactive-wallpaper,,
192,Vanity Trumps Privacy Trumps Vanity,0,15,18,3,2,Demystify the web,,,https://public.etherpad-mozilla.org/p/mozfest-2016-vanity-trumps-privacy-trumps-vanity,,
335,Off Grid - a game where data is your most powerful weapon,0,15,18,3,2,Youth zone,,,https://public.etherpad-mozilla.org/p/mozfest-2016-off-grid---a-game-where-data-is-your,,
1532,DoubleMe & HoloPortal,0,18,20,2,2,Programmatic Pieces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-doubleme---holoportal,,
862,Google VR tour,0,0,20,20,0,Youth Zone,,,,,
334,Creating a Style Guide,0,26,32,6,0,Localisation,,,https://public.etherpad-mozilla.org/p/mozfest-2016-creating-a-style-guide,,
533,Architecture for Learning Pathways,0,13,19,6,0,Open badges,,,https://public.etherpad-mozilla.org/p/mozfest-2016-architecture-for-learning-pathways,,
484,LASERS! Bringing drawings to life!,0,20,25,5,0,Youth zone,,,https://public.etherpad-mozilla.org/p/mozfest-2016-lasers--bringing-drawings-to-life,,
611,Diversity and equality in the Wikimedia projects,0,22,26,4,0,Localisation,,,https://public.etherpad-mozilla.org/p/mozfest-2016-diversity-and-equality-in-the-wikimed,,
405,Having fun sketching notes,0,20,24,4,0,Digital arts and culture,,,https://public.etherpad-mozilla.org/p/mozfest-2016-having-fun-sketching-notes,,
597,Quantum Computing: A discussion on keeping the future of Computing Open,0,20,24,4,0,Open science,,,https://public.etherpad-mozilla.org/p/mozfest-2016-quantum-computing--a-discussion-on-ke,,
7520,Programmable Posters with Paper Circuitry,0,20,24,4,0,Youth zone,,,https://public.etherpad-mozilla.org/p/mozfest-2016-programmable-posters-with-paper-circu,,
400,Virtual Living-Exploring Possibilities in VR,0,17,21,4,0,Youth zone,"AR, VR & Machine Learning, ""Multi-lingual MozFest""",,https://public.etherpad-mozilla.org/p/mozfest-2016-virtual-living-exploring-possibilitie,,
713,"Teen Leadership, Open-Source Inquiry, and Working in the Open",0,21,24,3,0,Demystify the web,,,https://public.etherpad-mozilla.org/p/mozfest-2016-teen-leadership--open-source-inquiry,,
957,"PAPERS, PLEASE",0,21,24,3,0,Dilemmas in Connected Spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-papers--please,,
816,Quantum computing - the next step,0,20,23,3,0,Open science,,,,,
329,"Open Data Training Curriculum - DEMO
(Note:  This session starts at 1:30PM )",0,17,20,3,0,Open science,,,,,
342,Is Light a Supplement?,0,17,20,3,0,Dilemmas in connected spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-is-light-a-supplement,,Duplicates? 342 & 2342
2342,Is Light a Supplement?,0,16,19,3,0,Dilemmas in Connected Spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-is-light-a-supplement,,Duplicates? 342 & 2342
499,Arduino: an introduction into programing and robotics,0,15,18,3,0,Youth zone,,,https://public.etherpad-mozilla.org/p/mozfest-2016-arduino--an-introduction-into-program,,
1441,Open Badge Academy - Learning Happens Everywhere,0,15,18,3,0,Open Badges,Advocacy & Web Literacy,,https://public.etherpad-mozilla.org/p/mozfest-2016-open-badge-academy---learning-happens,,
198,"Shaping Reality for AR Storytelling, from the idea to the prototype.",0,25,27,2,0,Youth zone,"AR, VR & Machine Learning, ""Multi-lingual MozFest""",,https://public.etherpad-mozilla.org/p/mozfest-2016-shaping-reality-for-ar-storytelling,,
206,MAKE:VR ... Libraries: 21st century literacies and citizen tech,0,19,21,2,0,Youth zone,"AR, VR & Machine Learning, ""Multi-lingual MozFest""",,https://public.etherpad-mozilla.org/p/mozfest-2016-make-vr-----libraries----st-century-l,,
1997,Office Hours: VR storytelling,0,17,19,2,0,Journalism,,,https://public.etherpad-mozilla.org/p/mozfest-2016-office-hours--vr-storytelling,,
564,"SenseMe, ConnectUs: a hands-on exploration of issues with the IoT",0,36,36,0,0,Dilemmas in connected spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-senseme--connectus--a-hands-on-explor,,
707,Maker MOB: Bringing STEM Making Activities to Community Events,0,25,25,0,0,Demystify the web,,,https://public.etherpad-mozilla.org/p/mozfest-2016-maker-mob--bringing-stem-making-activ,,
796,Delivering news into China – Insights,0,24,24,0,0,Journalism,,,https://public.etherpad-mozilla.org/p/mozfest-2016-delivering-news-into-china---insights,,
43,Mozfest Curriculum Workshop,0,23,23,0,0,Demystify the web,,,https://public.etherpad-mozilla.org/p/mozfest-2016-mozfest-curriculum-workshop,,
406,Having fun sketching notes,0,23,23,0,0,Digital arts and culture,,,https://public.etherpad-mozilla.org/p/mozfest-2016-having-fun-sketching-notes,,
5005,LASERS! Create your own jewellery / keyring using a laser cutter,0,22,22,0,0,Youth zone,,,https://public.etherpad-mozilla.org/p/mozfest-2016-lasers--create-your-own-jewellery---k,,
295,Join the European Open Badge Network!,0,20,20,0,0,Open badges,Advocacy & Web Literacy,,https://public.etherpad-mozilla.org/p/mozfest-2016-join-the-european-open-badge-network,,
236,Building with the BBC Micro:bit,0,19,19,0,0,Youth zone,,,https://public.etherpad-mozilla.org/p/mozfest-2016-building-with-the-bbc-micro-bit,,
94,Ravensbourne Graphic Design x Met Office Collaboration,0,18,18,0,0,Dilemmas in connected spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-ravensbourne-graphic-design-x-met-off,,
608,Let's Encrypt - Someone could listen,0,18,18,0,0,Demystify the web,,,https://public.etherpad-mozilla.org/p/mozfest-2016-let-s-encrypt---someone-could-listen,,
900,What would TV be like if it were….?,0,18,18,0,0,Dilemmas in Connected Spaces,,,https://public.etherpad-mozilla.org/p/mozfest-2016-what-would-tv-be-like-if-it-were,,
